regime,Cognitive_mse,Baseline_mse,Cognitive_dir_acc,Baseline_dir_acc,mse_improvement,dir_acc_improvement
Regime 0: High Vol. Bull,1.30841863155365,11.646682739257812,0.10493827160493827,0.015432098765432098,88.76573990340336,580.0
Regime 1: High Vol. Bull,1.0685075521469116,15.015981674194336,0.06584362139917696,0.0102880658436214,92.88419781449792,540.0
Regime 2: High Vol. Bull,1.9552032947540283,9.95496654510498,0.10039370078740158,0.011811023622047244,80.35951918175522,750.0000000000001
Regime 3: High Vol. Bull,1.5231602191925049,13.991841316223145,0.062146892655367235,0.011299435028248588,89.11394015434949,450.0
overall,1.4806609153747559,12.60856819152832,0.08313397129186603,0.011961722488038277,88.25670851056974,595.0
